content,bank,nouns,keywords,vader_compound,tb_polarity,tb_subjectivity,sentiment
ምርጥ ነው።,Dashen Bank,"['ምርጥ', 'ነው።']",['ምርጥ'],0.0,0.0,0.0,neutral
very good,Dashen Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive
i got question why we can't withdraw my remaining 50 birr..... anyother bank let me with draw any amount but dashnbank is kinda of annoying it says it has 50 has to remain are u somekind of theif or tell me how to fix this😡😡,Dashen Bank,"['birr', '.....', 'bank', 'amount', 'dashnbank', 'somekind', 'theif', 'this😡😡']","['got', 'question', 'why', 'can', 'withdraw', 'remaining', 'birr', 'anyother', 'bank', 'let', 'with', 'draw', 'any', 'amount', 'dashnbank', 'kinda', 'annoying', 'says', 'has', 'has', 'remain', 'somekind', 'theif', 'tell', 'how', 'fix']",-0.4823,-0.8,0.9,negative
"The app is grand. but it's missing two things. one is the option to see exchange rates and the other is, when opening the app we would love it if there is the option to input your biometrics directly instead of clicking another button to pop it up.",Dashen Bank,"['things', 'option', 'exchange', 'rates', 'option', 'biometrics', 'button']","['grand', 'missing', 'two', 'things', 'one', 'option', 'see', 'exchange', 'rates', 'other', 'when', 'opening', 'would', 'love', 'there', 'option', 'input', 'your', 'biometrics', 'directly', 'instead', 'clicking', 'another', 'button', 'pop']",0.7184,0.155,0.485,positive
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
nice app,Dashen Bank,[],['nice'],0.4215,0.6,1.0,positive
You talk much more !! Nothing is UNIQUE THAN OTHER APPS!!!,Dashen Bank,"['nothing', 'unique', 'than', 'other', 'apps']","['talk', 'much', 'more', 'nothing', 'unique', 'than', 'other', 'apps']",0.0,0.3040364583333333,0.625,neutral
there is no a system every day,Dashen Bank,"['system', 'day']","['there', 'system', 'every', 'day']",-0.296,0.0,0.0,negative
በዋይፋይ አይሰራም።,Dashen Bank,"['በዋይፋይ', 'አይሰራም።']","['በዋይፋይ', 'አይሰራም']",0.0,0.0,0.0,neutral
this dashin super app that I don't recommend anyone use it,Dashen Bank,"['anyone', 'use']","['dashin', 'super', 'don', 'recommend', 'anyone', 'use']",0.4195,0.3333333333333333,0.6666666666666666,positive
great,Dashen Bank,[],['great'],0.6249,0.8,0.75,positive
The Best Bank,Dashen Bank,"['best', 'bank']","['best', 'bank']",0.6369,1.0,0.3,positive
Why haven’t you fixed this issue 👇 Temporarily Unavailable We're currently updating this service to improve your experience. It will be restored soon. Thank you for your patience,Dashen Bank,"['issue', 'service', 'experience', 'thank', 'patience']","['why', 'haven', 'fixed', 'issue', 'temporarily', 'unavailable', 'currently', 'updating', 'service', 'improve', 'your', 'experience', 'will', 'restored', 'soon', 'thank', 'for', 'your', 'patience']",0.7783,0.05,0.30000000000000004,positive
where is the virtual master card you are talking about. are we allowed to have multiple cards since its virtual btw your app is nice,Dashen Bank,"['master', 'card', 'cards', 'btw']","['where', 'virtual', 'master', 'card', 'talking', 'about', 'allowed', 'have', 'multiple', 'cards', 'since', 'its', 'virtual', 'btw', 'your', 'nice']",0.4215,0.3,0.5,positive
it is not working,Dashen Bank,[],"['not', 'working']",0.0,0.0,0.0,neutral
👌👌👌👌,Dashen Bank,['👌👌👌👌'],[],0.0,0.0,0.0,neutral
super fast,Dashen Bank,"['super', 'fast']","['super', 'fast']",0.5994,0.26666666666666666,0.6333333333333333,positive
Transfer to other bank link is still not working .,Dashen Bank,"['transfer', 'bank', 'link']","['transfer', 'other', 'bank', 'link', 'still', 'not', 'working']",0.0,-0.125,0.375,neutral
it is very Exciting app🙏,Dashen Bank,['app🙏'],['exciting'],0.5413,0.39,1.0,positive
The worst mobile banking app in Ethiopia🤮🤮🤮,Dashen Bank,"['banking', 'ethiopia🤮🤮🤮']","['worst', 'mobile', 'banking', 'ethiopia']",-0.6249,-1.0,1.0,negative
i have used this app starting from the first date that launched it is interested and easiest app next to tellbirr in my experience,Dashen Bank,"['date', 'experience']","['have', 'used', 'starting', 'from', 'first', 'date', 'launched', 'interested', 'easiest', 'next', 'tellbirr', 'experience']",0.7184,0.125,0.23333333333333334,positive
ok,Dashen Bank,[],[],0.296,0.5,0.5,positive
nice but i ask every week to update.,Dashen Bank,"['ask', 'week']","['nice', 'ask', 'every', 'week', 'update']",0.2263,0.6,1.0,positive
"I am experiencing a serious issue with the Dashen Super App. I visited a branch and my account was successfully activated. However, shortly after (within about 7 hours), the app started asking me again to visit the branch. In addition, my account balance is not showing even after updating the app, and I can no longer see my account number. This situation is very frustrating, especially after completing the required verification at the branch. The system does not seem stable and it is affecting",Dashen Bank,"['issue', 'dashen', 'super', 'branch', 'account', 'hours', 'branch', 'addition', 'account', 'balance', 'account', 'number', 'situation', 'verification', 'branch', 'system']","['experiencing', 'serious', 'issue', 'with', 'dashen', 'super', 'visited', 'branch', 'account', 'successfully', 'activated', 'however', 'shortly', 'after', 'within', 'about', 'hours', 'started', 'asking', 'again', 'visit', 'branch', 'addition', 'account', 'balance', 'not', 'showing', 'even', 'after', 'updating', 'can', 'longer', 'see', 'account', 'number', 'situation', 'frustrating', 'especially', 'after', 'completing', 'required', 'verification', 'branch', 'system', 'does', 'not', 'seem', 'stable', 'affecting']",0.2069,0.03833333333333333,0.7638888888888888,positive
The app is not swift and does not use a fast lightweight connection.,Dashen Bank,['connection'],"['not', 'swift', 'does', 'not', 'use', 'fast', 'lightweight', 'connection']",-0.1511,0.2,0.6,negative
amazing,Dashen Bank,[],['amazing'],0.5859,0.6000000000000001,0.9,positive
The worst mobile banking app ever... I don't think I am ever going to deposit anything from now on if I can't use the app properly. At one point it's working and when you close it and try after 5 minutes it won't even open. A bank this big should be ashamed of not being able to fix it for this long.,Dashen Bank,"['banking', 'anything', 'point', 'minutes', 'bank']","['worst', 'mobile', 'banking', 'ever', 'don', 'think', 'ever', 'going', 'deposit', 'anything', 'from', 'now', 'can', 'use', 'properly', 'one', 'point', 'working', 'when', 'close', 'try', 'after', 'minutes', 'won', 'even', 'open', 'bank', 'big', 'should', 'ashamed', 'not', 'being', 'able', 'fix', 'for', 'long']",-0.802,-0.09166666666666667,0.45416666666666666,negative
"i am not interested at all the transaction fee , specially i can't make transaction with wallets..........i thought it was cool ....not interested fix everything and also it have long time loading ufffff",Dashen Bank,"['transaction', 'fee', 'transaction', 'wallets', '....', 'fix', 'everything', 'time']","['not', 'interested', 'all', 'transaction', 'fee', 'specially', 'can', 'make', 'transaction', 'with', 'wallets', 'thought', 'cool', 'not', 'interested', 'fix', 'everything', 'also', 'have', 'long', 'time', 'loading', 'ufffff']",-0.2996,0.15642857142857142,0.5242857142857142,negative
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
it is excellent and well securried application for using it.,Dashen Bank,[],"['excellent', 'well', 'securried', 'for', 'using']",0.7003,1.0,1.0,positive
Good app,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
Very reliable.,Dashen Bank,[],['reliable'],0.0,0.2,0.3,neutral
good bank Dashen,Dashen Bank,"['bank', 'dashen']","['good', 'bank', 'dashen']",0.4404,0.7,0.6000000000000001,positive
I used this app always,Dashen Bank,[],"['used', 'always']",0.0,0.0,0.0,neutral
when compared this app to CBE&Awash pro CBE&Awash pro is better and simple for using.,Dashen Bank,"['cbe', 'awash', 'cbe', 'awash', 'pro', 'simple']","['when', 'compared', 'cbe', 'awash', 'pro', 'cbe', 'awash', 'pro', 'better', 'simple', 'for', 'using']",0.4404,0.25,0.4285714285714286,positive
app size is small and the app is convenient,Dashen Bank,['size'],"['size', 'small', 'convenient']",0.0,-0.25,0.4,neutral
👍,Dashen Bank,[],[],0.0,0.0,0.0,neutral
super app give alot coin when I shake it zero result😃,Dashen Bank,"['alot', 'coin', 'result😃']","['super', 'give', 'alot', 'coin', 'when', 'shake', 'zero', 'result']",0.4939,0.3333333333333333,0.6666666666666666,positive
Dashen app is #1,Dashen Bank,['dashen'],['dashen'],0.0,0.0,0.0,neutral
ok👌,Dashen Bank,['ok👌'],[],0.0,0.0,0.0,neutral
I realy appreciate it especially virtual card opportunity go a head!👍👍,Dashen Bank,"['card', 'opportunity', 'head']","['realy', 'appreciate', 'especially', 'virtual', 'card', 'opportunity', 'head']",0.7232,0.0,1.0,positive
cool app,Dashen Bank,['cool'],['cool'],0.3182,0.35,0.65,positive
adegn,Dashen Bank,['adegn'],['adegn'],0.0,0.0,0.0,neutral
nice,Dashen Bank,[],['nice'],0.4215,0.6,1.0,positive
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
So great easy wonderfully 😍😍😍,Dashen Bank,[],"['great', 'easy', 'wonderfully']",0.9142,0.7444444444444445,0.8611111111111112,positive
dashen bank super app is incredible !!,Dashen Bank,"['dashen', 'bank']","['dashen', 'bank', 'super', 'incredible']",0.6688,0.6666666666666666,0.7833333333333333,positive
wow amazing!!!,Dashen Bank,['wow'],"['wow', 'amazing']",0.8582,0.55,0.95,positive
I think this app is best compared with other Ethiopian mobile banking apps,Dashen Bank,"['mobile', 'banking', 'apps']","['think', 'best', 'compared', 'with', 'other', 'ethiopian', 'mobile', 'banking', 'apps']",0.6369,0.4375,0.3375,positive
"I can't even get into the app just because my Developer mode setting is turned on? why am I getting this message? I'm never turning it off. bye, what a great app😏, it only lasted 3 minutes on my phone (I uninstalled it).",Dashen Bank,"['developer', 'mode', 'setting', 'message', 'bye', 'app😏', 'minutes', 'phone']","['can', 'even', 'get', 'into', 'just', 'because', 'developer', 'mode', 'setting', 'turned', 'why', 'getting', 'message', 'never', 'turning', 'off', 'bye', 'what', 'great', 'only', 'lasted', 'minutes', 'phone', 'uninstalled']",0.6662,0.4,0.875,positive
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
great app,Dashen Bank,[],['great'],0.6249,0.8,0.75,positive
couldn't open an account onlie. gives me an error repeatedly.,Dashen Bank,"['account', 'onlie', 'error']","['couldn', 'open', 'account', 'onlie', 'gives', 'error', 'repeatedly']",-0.4019,0.0,0.5,negative
wowAmazing Apps,Dashen Bank,['apps'],"['wowamazing', 'apps']",0.0,0.0,0.0,neutral
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
super,Dashen Bank,['super'],['super'],0.5994,0.3333333333333333,0.6666666666666666,positive
it forgets the password in weeks and the biometric password too it says wrong password fix it,Dashen Bank,"['password', 'weeks', 'password', 'password', 'fix']","['forgets', 'password', 'weeks', 'biometric', 'password', 'too', 'says', 'wrong', 'password', 'fix']",-0.4767,-0.5,0.9,negative
no faset dashen bsnk,Dashen Bank,"['faset', 'dashen', 'bsnk']","['faset', 'dashen', 'bsnk']",-0.296,0.0,0.0,negative
"👍👍 አሪፍ ነው ""ለአጠቃም ቀላል ምቹ እና አስተማማኝ ነው ተመችቶኛል 💚💛❤️",Dashen Bank,"['አሪፍ', 'ለአጠቃም', 'ቀላል', 'አስተማማኝ', 'ተመችቶኛል', '💚💛❤️']","['አሪፍ', 'ለአጠቃም', 'ቀላል', 'አስተማማኝ', 'ተመችቶኛል']",0.0,0.0,0.0,neutral
ok,Dashen Bank,[],[],0.296,0.5,0.5,positive
I can't open a bank account It says 'something went wrong',Dashen Bank,"['bank', 'account']","['can', 'open', 'bank', 'account', 'says', 'something', 'went', 'wrong']",-0.4767,-0.25,0.7,negative
best,Dashen Bank,[],['best'],0.6369,1.0,0.3,positive
I like it,Dashen Bank,[],['like'],0.3612,0.0,0.0,positive
Wrong advertisement! You can't open an account using the app.,Dashen Bank,"['advertisement', 'account']","['wrong', 'advertisement', 'can', 'open', 'account', 'using']",-0.5255,-0.3125,0.7,negative
very interesting,Dashen Bank,[],['interesting'],0.4576,0.65,0.65,positive
yes goode app,Dashen Bank,['goode'],"['yes', 'goode']",0.4019,0.0,0.0,positive
Best app👍,Dashen Bank,['app👍'],['best'],0.6369,1.0,0.3,positive
best app,Dashen Bank,[],['best'],0.6369,1.0,0.3,positive
top mobile banking app,Dashen Bank,"['mobile', 'banking']","['top', 'mobile', 'banking']",0.2023,0.5,0.5,positive
Thank you Dashen Bank,Dashen Bank,"['thank', 'dashen', 'bank']","['thank', 'dashen', 'bank']",0.3612,0.0,0.0,positive
best app,Dashen Bank,[],['best'],0.6369,1.0,0.3,positive
dashin bank one step a head,Dashen Bank,"['bank', 'step', 'head']","['dashin', 'bank', 'one', 'step', 'head']",0.0,0.0,0.0,neutral
"Dashen Supper up Dashen Bank ,Always one step ahead!",Dashen Bank,"['dashen', 'supper', 'dashen', 'bank', 'always', 'step']","['dashen', 'supper', 'dashen', 'bank', 'always', 'one', 'step', 'ahead']",0.0,0.0,0.0,neutral
Nice,Dashen Bank,['nice'],['nice'],0.4215,0.6,1.0,positive
nice bank,Dashen Bank,['bank'],"['nice', 'bank']",0.4215,0.6,1.0,positive
good app,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
The best mobile super app in Ethiopia specifically I like it's User interface(UI),Dashen Bank,"['ethiopia', 'user', 'interface']","['best', 'mobile', 'super', 'ethiopia', 'specifically', 'like', 'user', 'interface']",0.891,0.6666666666666666,0.4833333333333333,positive
Good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
appn keessan kun daddafee update gaafata yeroo gootee garuu password block godhaa maallifi,Dashen Bank,"['kun', 'daddafee', 'gaafata', 'gootee', 'garuu', 'password', 'block', 'godhaa', 'maallifi']","['appn', 'keessan', 'kun', 'daddafee', 'update', 'gaafata', 'yeroo', 'gootee', 'garuu', 'password', 'block', 'godhaa', 'maallifi']",-0.4404,0.0,0.0,negative
best app,Dashen Bank,[],['best'],0.6369,1.0,0.3,positive
best but not staple suit and not fast,Dashen Bank,['suit'],"['best', 'not', 'staple', 'suit', 'not', 'fast']",0.3818,0.45,0.44999999999999996,positive
Dashen super app is the latest mobile banking.,Dashen Bank,"['dashen', 'super', 'banking']","['dashen', 'super', 'latest', 'mobile', 'banking']",0.5994,0.41666666666666663,0.7833333333333333,positive
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
it is terrible and shame update request 3 times a month what is the matter with us?,Dashen Bank,"['request', 'times', 'month', 'matter']","['terrible', 'shame', 'update', 'request', 'times', 'month', 'what', 'matter', 'with']",-0.7269,-1.0,1.0,negative
nice financial app 👌,Dashen Bank,[],"['nice', 'financial']",0.4215,0.3,0.5,positive
it is best but sometime when I need to sign in it request update,Dashen Bank,[],"['best', 'sometime', 'when', 'need', 'sign', 'request', 'update']",0.3818,1.0,0.3,positive
fast and very easy to use,Dashen Bank,[],"['fast', 'easy', 'use']",0.4927,0.3816666666666667,0.8,positive
this app is amaizing,Dashen Bank,[],['amaizing'],0.0,0.0,0.0,neutral
easy tp use.,Dashen Bank,['use'],"['easy', 'use']",0.4404,0.43333333333333335,0.8333333333333334,positive
best app i ever seen,Dashen Bank,[],"['best', 'ever', 'seen']",0.6369,1.0,0.3,positive
good but it takes forever to load,Dashen Bank,[],"['good', 'takes', 'forever', 'load']",0.2382,0.7,0.6000000000000001,positive
excelent,Dashen Bank,['excelent'],['excelent'],0.0,0.0,0.0,neutral
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
The application booting time is so bad..,Dashen Bank,"['booting', 'time']","['booting', 'time', 'bad']",0.0,-0.6999999999999998,0.6666666666666666,neutral
